,guests,beds,bathrooms,price_night,cleanliness_rate,accuracy_rate,communication_rate,location_rate,check-in_rate,value_rate,amenities_count,bedrooms
667,6.0,4.0,1.0,320.0,5.0,5.0,5.0,5.0,5.0,4.9,60.0,2.0
668,3.0,2.0,1.0,86.0,4.9,4.9,4.9,4.9,4.9,4.8,23.0,1.0
669,2.0,1.0,1.0,53.0,4.9,5.0,4.9,4.9,5.0,4.9,50.0,1.0
670,2.0,1.0,1.0,584.0,5.0,5.0,5.0,5.0,5.0,4.8,42.0,1.0
671,6.0,3.0,2.0,91.0,5.0,5.0,5.0,4.3,4.3,5.0,14.0,2.0
672,5.0,3.0,1.0,234.0,4.8,4.9,5.0,4.9,5.0,5.0,57.0,3.0
673,2.0,1.0,1.0,53.0,4.6,4.9,4.6,4.8,4.9,4.4,10.0,1.0
674,6.0,4.0,3.0,55.0,4.7,4.9,5.0,4.9,4.9,4.8,28.0,3.0
675,5.0,4.0,1.0,123.0,5.0,5.0,5.0,5.0,5.0,4.9,43.0,2.0
676,2.0,1.0,1.0,251.0,4.8,4.9,5.0,4.9,5.0,4.7,43.0,1.0
677,4.0,3.0,1.0,119.0,5.0,5.0,5.0,4.7,5.0,4.8,32.0,2.0
678,6.0,5.0,3.0,307.0,4.7,4.8,4.9,4.9,4.9,4.6,68.0,4.0
679,6.0,3.0,2.0,345.0,5.0,5.0,5.0,5.0,5.0,4.9,61.0,2.0
680,4.0,2.0,1.5,153.0,5.0,5.0,5.0,5.0,5.0,4.9,52.0,2.0
681,9.0,5.0,3.5,876.0,4.7,5.0,4.9,5.0,4.9,4.7,19.0,4.0
682,8.0,4.0,3.0,318.0,5.0,5.0,5.0,4.9,5.0,5.0,47.0,3.0
683,2.0,1.0,1.0,76.0,4.9,4.9,5.0,4.8,5.0,4.7,28.0,1.0
684,3.0,1.0,1.0,8.0,4.8,4.9,4.9,4.4,4.9,4.7,23.0,2.0
685,6.0,6.0,4.5,138.0,4.9,5.0,4.9,4.7,5.0,4.7,60.0,3.0
686,2.0,1.0,1.0,179.0,4.9,4.7,5.0,5.0,5.0,4.6,21.0,1.0
687,2.0,1.0,1.0,537.0,4.9,4.9,4.9,4.9,4.9,4.7,56.0,1.0
688,2.0,1.0,1.0,94.0,5.0,5.0,4.9,5.0,5.0,4.6,12.0,1.0
689,2.0,1.0,1.0,32.0,4.8,4.8,4.8,4.8,4.8,4.7,37.0,1.0
690,4.0,1.0,1.0,78.0,5.0,5.0,5.0,5.0,5.0,5.0,42.0,1.0
691,2.0,1.0,1.0,134.0,4.8,4.7,4.4,4.9,4.8,4.3,11.0,1.0
692,10.0,7.0,4.5,428.0,5.0,5.0,4.9,4.9,4.9,5.0,54.0,5.0
693,2.0,1.0,1.0,81.0,4.8,5.0,5.0,5.0,5.0,4.8,24.0,1.0
694,4.0,2.0,1.0,134.0,4.9,4.9,4.8,4.8,5.0,4.7,45.0,1.0
695,3.0,2.0,1.0,82.0,5.0,5.0,5.0,4.9,5.0,4.9,29.0,1.0
696,4.0,4.0,2.0,83.0,5.0,5.0,5.0,4.9,5.0,5.0,33.0,3.0
697,2.0,2.0,1.0,74.0,4.6,4.5,4.4,4.6,4.7,4.6,36.0,1.0
698,2.0,1.0,1.0,87.0,5.0,4.9,4.9,4.9,5.0,4.9,50.0,1.0
699,6.0,3.0,2.0,432.0,4.7,4.7,4.6,4.8,4.8,4.3,26.0,3.0
700,2.0,1.0,4.0,26.0,4.8,4.9,4.8,4.6,4.9,4.8,21.0,1.0
701,6.0,3.0,2.0,307.0,4.8,5.0,5.0,5.0,5.0,4.8,78.0,3.0
702,2.0,1.0,1.0,49.0,4.8,4.9,5.0,4.9,5.0,4.8,17.0,1.0
703,4.0,3.0,2.0,128.0,4.9,5.0,5.0,5.0,5.0,4.9,66.0,2.0
704,2.0,1.0,1.0,43.0,4.6,4.9,5.0,5.0,5.0,4.9,18.0,1.0
705,2.0,1.0,1.0,43.0,4.7,4.8,4.8,4.5,4.8,4.8,36.0,1.0
706,8.0,4.0,3.5,87.0,5.0,5.0,5.0,4.9,4.9,4.9,37.0,3.0
707,4.0,2.0,1.0,78.0,5.0,5.0,5.0,4.9,5.0,5.0,45.0,1.0
708,4.0,2.0,1.0,105.0,4.9,4.9,5.0,4.9,5.0,4.8,46.0,1.0
709,5.0,3.0,1.0,120.0,5.0,5.0,5.0,4.9,4.9,4.7,10.0,1.0
710,2.0,1.0,1.0,175.0,5.0,4.9,5.0,4.9,5.0,4.9,55.0,1.0
711,4.0,2.0,1.0,90.0,4.9,5.0,5.0,5.0,5.0,4.9,35.0,1.0
712,4.0,1.0,1.0,78.0,4.7,4.9,4.9,4.9,5.0,4.8,23.0,1.0
713,2.0,1.0,1.0,30.0,4.6,5.0,5.0,4.8,5.0,4.9,30.0,1.0
714,9.0,6.0,4.0,189.0,4.3,4.8,4.9,5.0,4.9,4.7,42.0,5.0
715,10.0,6.0,3.0,216.0,4.7,5.0,5.0,5.0,4.9,4.8,60.0,5.0
716,6.0,3.0,3.0,108.0,4.8,4.9,4.6,5.0,5.0,4.9,22.0,2.0
717,4.0,2.0,1.0,211.0,5.0,5.0,5.0,5.0,5.0,4.9,36.0,2.0
718,4.0,3.0,1.0,62.0,4.9,5.0,5.0,5.0,5.0,4.9,54.0,1.0
719,2.0,1.0,1.5,588.0,5.0,5.0,5.0,4.9,4.8,4.7,49.0,1.0
720,2.0,1.0,1.0,24.0,5.0,5.0,4.8,5.0,5.0,4.7,27.0,1.0
721,5.0,3.0,2.0,143.0,4.8,5.0,4.9,5.0,5.0,4.9,39.0,3.0
722,2.0,1.0,2.0,232.0,4.6,4.8,4.9,4.9,4.9,4.9,64.0,1.0
723,2.0,1.0,1.0,72.0,4.8,5.0,4.9,5.0,5.0,4.8,18.0,1.0
724,16.0,15.0,4.0,385.0,4.7,4.8,4.7,4.5,5.0,4.4,41.0,7.0
725,4.0,2.0,1.0,307.0,5.0,5.0,5.0,5.0,5.0,4.9,52.0,2.0
726,4.0,2.0,2.0,150.0,4.7,4.7,4.6,4.6,4.6,4.6,34.0,2.0
727,8.0,4.0,2.0,189.0,4.8,4.9,5.0,4.9,5.0,4.7,28.0,3.0
728,2.0,1.0,1.0,98.0,5.0,4.9,5.0,5.0,5.0,4.9,13.0,1.0
729,2.0,1.0,0.0,67.0,4.0,4.4,4.5,4.6,4.5,4.2,22.0,1.0
730,4.0,2.0,1.0,64.0,4.8,5.0,5.0,4.9,5.0,4.7,36.0,1.0
731,4.0,2.0,1.0,100.0,4.9,5.0,5.0,5.0,5.0,4.9,25.0,1.0
732,4.0,2.0,1.0,137.0,4.9,5.0,5.0,4.9,5.0,4.9,59.0,2.0
733,6.0,5.0,1.0,71.0,4.8,4.8,4.9,4.7,4.9,4.9,35.0,3.0
734,12.0,12.0,2.5,190.0,4.3,4.8,4.9,4.9,4.8,4.6,27.0,5.0
735,4.0,1.0,1.0,198.0,4.9,4.9,5.0,4.8,5.0,4.8,20.0,1.0
736,2.0,2.0,0.0,34.0,4.8,4.8,4.8,4.8,4.8,4.7,10.0,1.0
737,4.0,1.0,0.0,150.0,5.0,4.9,5.0,5.0,5.0,4.8,15.0,1.0
738,7.0,5.0,3.5,321.0,5.0,5.0,5.0,5.0,5.0,5.0,30.0,3.0
739,10.0,9.0,5.0,363.0,4.6,5.0,5.0,4.9,5.0,4.8,40.0,5.0
740,2.0,1.0,1.0,36.0,4.8,4.9,4.9,5.0,4.9,4.8,10.0,1.0
741,2.0,1.0,1.0,77.0,4.8,4.9,5.0,4.9,5.0,4.8,22.0,1.0
742,4.0,4.0,2.0,149.0,5.0,5.0,5.0,5.0,5.0,4.2,25.0,2.0
743,2.0,2.0,1.5,120.0,5.0,5.0,5.0,4.8,5.0,4.8,31.0,1.0
744,2.0,2.0,1.0,50.0,4.8,4.9,4.9,5.0,5.0,5.0,58.0,1.0
745,5.0,3.0,1.0,84.0,4.9,4.8,5.0,4.7,4.9,4.6,52.0,2.0
746,2.0,1.0,1.0,16.0,4.8,5.0,4.9,4.9,5.0,5.0,24.0,1.0
747,3.0,1.0,1.0,97.0,5.0,4.9,5.0,4.9,5.0,4.8,21.0,1.0
748,3.0,2.0,1.0,51.0,5.0,5.0,5.0,5.0,5.0,5.0,31.0,1.0
749,4.0,2.0,1.0,32.0,4.6,4.7,4.8,4.7,4.8,4.6,25.0,1.0
750,4.0,2.0,2.5,246.0,4.5,4.9,4.8,5.0,5.0,4.7,30.0,2.0
751,4.0,3.0,2.0,181.0,5.0,5.0,5.0,5.0,5.0,5.0,22.0,2.0
752,6.0,2.0,2.0,76.0,4.6,4.8,4.8,5.0,4.9,4.7,38.0,2.0
753,2.0,1.0,1.0,113.0,4.8,4.5,4.9,4.8,4.9,4.3,19.0,1.0
754,6.0,4.0,1.5,99.0,4.7,4.8,4.9,4.8,4.9,4.7,33.0,3.0
755,6.0,10.0,1.0,68.0,4.9,4.6,5.0,5.0,5.0,4.9,34.0,3.0
756,6.0,3.0,2.5,128.0,4.9,4.8,4.9,4.9,5.0,4.7,40.0,2.0
757,2.0,1.0,0.0,36.0,4.5,5.0,4.9,4.8,4.8,4.6,13.0,1.0
758,5.0,4.0,1.5,266.0,4.7,4.8,4.9,4.6,4.8,4.4,38.0,2.0
759,2.0,1.0,1.0,115.0,4.9,5.0,5.0,4.9,5.0,4.8,22.0,1.0
760,4.0,3.0,1.0,191.0,5.0,5.0,5.0,5.0,5.0,4.9,49.0,2.0
761,4.0,2.0,1.0,188.0,4.9,4.9,5.0,4.8,5.0,4.7,45.0,2.0
762,8.0,6.0,2.5,643.0,4.6,4.8,4.9,4.9,4.8,4.6,37.0,4.0
763,4.0,3.0,1.0,150.0,4.8,5.0,5.0,5.0,5.0,4.8,26.0,1.0
764,9.0,5.0,3.5,1132.0,4.7,4.9,4.8,4.9,4.9,4.4,40.0,4.0
765,8.0,7.0,3.0,694.0,4.6,4.9,5.0,5.0,4.9,4.7,26.0,4.0
766,4.0,1.0,1.0,166.0,4.8,5.0,5.0,5.0,4.9,4.7,29.0,1.0
767,6.0,3.0,1.5,165.0,5.0,4.9,5.0,5.0,4.9,4.7,49.0,2.0
768,6.0,3.0,1.0,98.0,4.8,4.8,4.8,4.9,4.9,4.6,48.0,2.0
769,4.0,2.0,1.0,108.0,4.8,4.9,4.9,4.9,5.0,4.7,20.0,2.0
770,2.0,2.0,1.0,101.0,4.9,4.7,4.9,4.9,4.8,4.5,41.0,1.0
771,10.0,7.0,2.0,275.0,5.0,5.0,5.0,5.0,5.0,4.8,75.0,4.0
772,5.0,4.0,1.0,194.0,4.8,4.8,5.0,4.9,4.9,4.7,49.0,2.0
773,6.0,4.0,1.0,252.0,5.0,5.0,5.0,5.0,5.0,4.8,28.0,3.0
774,2.0,1.0,1.0,107.0,5.0,5.0,5.0,5.0,5.0,5.0,71.0,1.0
775,2.0,1.0,1.0,79.0,4.8,5.0,5.0,5.0,5.0,4.9,46.0,1.0
776,4.0,2.0,1.0,188.0,4.8,5.0,4.8,5.0,5.0,4.7,20.0,2.0
777,2.0,1.0,1.0,89.0,4.9,5.0,4.9,5.0,5.0,4.7,40.0,1.0
778,4.0,2.0,1.0,120.0,4.6,4.8,4.8,4.9,4.8,4.5,26.0,2.0
779,4.0,3.0,1.0,74.0,4.9,4.9,4.9,4.9,4.9,4.8,40.0,1.0
780,2.0,1.0,1.0,90.0,4.9,4.9,5.0,5.0,5.0,4.9,6.0,1.0
781,4.0,2.0,1.0,149.0,4.8,4.9,5.0,4.9,4.9,4.7,33.0,2.0
782,8.0,7.0,3.0,533.0,4.8,5.0,5.0,5.0,4.9,4.6,24.0,4.0
783,4.0,2.0,1.0,231.0,4.9,5.0,5.0,5.0,5.0,4.8,64.0,2.0
784,6.0,4.0,2.0,138.0,4.9,5.0,5.0,5.0,5.0,4.8,29.0,3.0
785,2.0,2.0,1.0,102.0,5.0,5.0,5.0,4.9,4.9,4.8,31.0,1.0
786,6.0,5.0,2.0,350.0,4.9,5.0,4.9,4.9,5.0,4.8,36.0,3.0
787,9.0,5.0,2.0,286.0,4.8,5.0,5.0,5.0,5.0,4.8,26.0,3.0
788,6.0,5.0,1.5,132.0,5.0,5.0,5.0,5.0,5.0,5.0,61.0,3.0
789,2.0,2.0,1.5,114.0,4.7,5.0,4.9,5.0,4.9,4.7,30.0,1.0
790,4.0,3.0,2.5,250.0,5.0,5.0,5.0,5.0,5.0,4.9,70.0,2.0
791,12.0,7.0,5.5,750.0,5.0,5.0,5.0,4.9,5.0,4.9,73.0,6.0
792,5.0,2.0,2.0,216.0,4.9,5.0,5.0,5.0,5.0,4.8,53.0,2.0
793,6.0,4.0,2.0,150.0,5.0,4.9,5.0,4.9,5.0,4.5,47.0,3.0
794,8.0,5.0,1.5,211.0,4.6,4.8,4.9,4.9,4.9,4.3,56.0,3.0
795,4.0,2.0,1.0,68.0,4.9,5.0,5.0,5.0,5.0,4.8,31.0,1.0
796,4.0,2.0,1.0,67.0,4.9,5.0,5.0,5.0,4.9,4.9,44.0,2.0
797,5.0,4.0,2.0,91.0,4.9,4.9,5.0,4.9,5.0,4.7,29.0,3.0
798,6.0,5.0,3.5,398.0,4.9,5.0,5.0,5.0,4.9,4.7,50.0,3.0
799,4.0,1.0,1.0,87.0,5.0,5.0,5.0,5.0,5.0,4.9,31.0,1.0
800,4.0,2.0,1.0,203.0,5.0,4.9,5.0,4.9,4.9,4.7,22.0,2.0
801,6.0,4.0,2.0,353.0,4.8,5.0,5.0,5.0,5.0,4.7,32.0,3.0
802,3.0,1.0,1.0,79.0,4.9,5.0,5.0,4.9,5.0,4.9,37.0,1.0
803,6.0,5.0,2.0,190.0,4.8,4.9,4.9,4.9,5.0,4.7,52.0,3.0
804,3.0,2.0,2.0,171.0,4.6,4.8,4.8,5.0,4.8,4.5,27.0,1.0
805,4.0,3.0,1.0,188.0,4.8,4.9,5.0,5.0,5.0,4.7,64.0,3.0
806,8.0,7.0,1.0,329.0,4.9,4.9,5.0,5.0,5.0,4.6,44.0,3.0
807,4.0,2.0,1.0,121.0,4.9,4.9,4.9,5.0,4.9,4.7,61.0,1.0
808,6.0,6.0,2.0,120.0,4.7,4.9,4.9,4.9,4.9,4.7,15.0,3.0
809,2.0,1.0,1.0,49.0,4.9,4.9,5.0,4.9,5.0,4.8,40.0,1.0
810,4.0,4.0,1.0,75.0,4.8,4.9,4.9,4.9,4.9,4.7,31.0,1.0
811,2.0,1.0,1.0,114.0,5.0,5.0,5.0,4.8,5.0,4.8,52.0,1.0
812,4.0,3.0,1.0,80.0,4.7,4.9,4.9,4.9,4.9,4.9,26.0,2.0
813,8.0,5.0,2.0,141.0,5.0,5.0,5.0,5.0,5.0,4.9,43.0,4.0
814,2.0,1.0,1.0,225.0,5.0,4.9,5.0,5.0,5.0,4.8,59.0,1.0
815,2.0,1.0,1.0,76.0,4.9,5.0,5.0,5.0,5.0,5.0,20.0,1.0
816,4.0,3.0,2.0,111.0,5.0,4.7,5.0,5.0,5.0,4.3,39.0,2.0
817,2.0,1.0,1.0,250.0,5.0,5.0,4.6,5.0,5.0,4.6,21.0,1.0
818,4.0,2.0,1.0,108.0,4.9,4.8,4.8,4.8,5.0,4.7,48.0,2.0
819,4.0,4.0,1.0,98.0,5.0,4.9,5.0,5.0,4.9,4.9,22.0,3.0
820,5.0,3.0,1.0,140.0,4.9,4.8,4.8,4.7,4.7,4.4,33.0,2.0
821,2.0,1.0,1.0,112.0,5.0,5.0,5.0,5.0,5.0,4.8,9.0,1.0
822,10.0,7.0,4.0,956.0,5.0,5.0,5.0,5.0,5.0,5.0,62.0,4.0
823,4.0,2.0,1.0,171.0,4.9,5.0,4.9,5.0,4.9,4.7,45.0,1.0
824,5.0,4.0,3.0,146.0,4.7,4.8,4.8,5.0,5.0,4.9,23.0,3.0
825,2.0,1.0,1.0,127.0,4.9,4.9,5.0,5.0,4.9,4.8,39.0,1.0
826,2.0,1.0,1.0,60.0,4.8,4.8,4.9,4.9,4.9,4.9,32.0,1.0
827,4.0,2.0,1.0,126.0,4.8,5.0,5.0,5.0,5.0,4.8,58.0,1.0
828,4.0,3.0,1.0,98.0,5.0,5.0,4.9,5.0,5.0,5.0,49.0,2.0
829,8.0,5.0,1.5,185.0,4.9,5.0,4.9,4.8,4.9,4.6,51.0,4.0
830,2.0,1.0,1.0,66.0,4.9,4.7,4.6,5.0,4.8,4.8,12.0,1.0
831,4.0,3.0,1.0,76.0,5.0,5.0,5.0,5.0,5.0,4.9,41.0,1.0
832,1.0,1.0,1.0,78.0,4.9,5.0,5.0,5.0,5.0,4.9,36.0,1.0
833,6.0,4.0,1.5,249.0,4.1,4.3,4.7,5.0,4.8,4.4,43.0,2.0
834,2.0,1.0,1.0,100.0,4.9,4.9,5.0,5.0,5.0,4.9,60.0,1.0
835,4.0,2.0,1.0,100.0,4.1,4.4,4.9,4.9,5.0,3.7,20.0,2.0
836,2.0,1.0,1.0,107.0,5.0,5.0,5.0,5.0,5.0,4.9,37.0,1.0
837,4.0,2.0,1.0,113.0,4.8,4.8,4.8,5.0,4.8,4.7,39.0,2.0
838,4.0,3.0,1.0,221.0,4.9,5.0,5.0,4.9,5.0,4.8,51.0,2.0
839,10.0,5.0,2.5,489.0,4.3,4.7,4.9,5.0,4.9,4.6,37.0,5.0
840,8.0,5.0,3.0,326.0,4.8,4.9,5.0,4.9,5.0,4.8,45.0,4.0
841,10.0,8.0,2.5,382.0,4.7,4.8,5.0,4.9,5.0,4.7,62.0,5.0
842,8.0,5.0,2.0,299.0,4.8,5.0,5.0,5.0,5.0,4.6,44.0,4.0
843,5.0,3.0,1.0,162.0,4.9,4.9,5.0,5.0,5.0,4.5,31.0,2.0
844,4.0,2.0,1.0,273.0,4.1,4.8,4.9,4.8,4.8,4.4,30.0,2.0
845,4.0,3.0,1.0,84.0,4.7,4.9,5.0,5.0,5.0,4.7,37.0,2.0
846,9.0,8.0,4.5,215.0,4.7,4.8,4.9,5.0,5.0,4.7,41.0,5.0
847,2.0,1.0,1.0,87.0,4.7,4.8,5.0,5.0,4.9,4.7,59.0,1.0
848,4.0,1.0,1.0,65.0,4.8,4.9,5.0,4.9,4.9,4.9,19.0,1.0
849,2.0,3.0,1.5,175.0,5.0,5.0,5.0,4.9,5.0,4.8,58.0,2.0
850,4.0,3.0,2.0,122.0,4.9,4.9,4.9,4.8,5.0,4.5,15.0,2.0
851,6.0,4.0,2.5,312.0,5.0,5.0,5.0,5.0,5.0,4.8,30.0,4.0
852,6.0,4.0,4.0,482.0,5.0,5.0,4.7,5.0,4.7,4.5,47.0,4.0
853,4.0,3.0,2.0,152.0,4.1,4.3,4.8,4.9,4.8,4.2,26.0,3.0
854,4.0,3.0,1.0,98.0,4.5,4.8,4.8,4.9,4.8,4.6,45.0,2.0
855,8.0,6.0,4.0,320.0,4.6,4.8,5.0,5.0,5.0,4.3,52.0,4.0
856,8.0,6.0,2.5,233.0,4.1,4.7,4.9,4.8,4.9,4.2,37.0,4.0
857,6.0,2.0,1.0,144.0,4.7,4.9,5.0,5.0,4.9,4.7,28.0,2.0
858,2.0,1.0,1.0,64.0,4.5,4.8,4.9,4.9,4.9,4.7,20.0,1.0
859,8.0,3.0,2.0,150.0,5.0,4.7,4.7,4.3,5.0,4.3,29.0,3.0
860,2.0,1.0,1.0,77.0,4.8,4.9,4.9,4.8,5.0,4.5,24.0,1.0
861,6.0,5.0,3.5,181.0,5.0,5.0,5.0,5.0,5.0,4.8,50.0,4.0
862,4.0,2.0,1.0,110.0,4.8,5.0,5.0,5.0,5.0,4.9,18.0,2.0
863,2.0,1.0,1.0,54.0,4.9,5.0,5.0,4.9,5.0,4.9,40.0,1.0
864,4.0,2.0,2.0,143.0,4.9,4.9,5.0,4.9,4.9,4.8,59.0,2.0
865,1.0,1.0,1.0,56.0,5.0,5.0,5.0,5.0,5.0,4.8,43.0,1.0
866,2.0,1.0,1.0,86.0,4.5,4.9,5.0,5.0,4.9,4.6,33.0,1.0
867,3.0,2.0,1.5,152.0,4.8,4.8,4.9,4.9,5.0,4.7,66.0,2.0
868,4.0,3.0,1.0,98.0,5.0,5.0,4.8,5.0,5.0,4.7,49.0,2.0
869,10.0,10.0,2.5,795.0,5.0,5.0,5.0,5.0,5.0,4.8,34.0,5.0
870,9.0,5.0,2.5,312.0,4.7,4.8,4.9,4.8,5.0,4.6,32.0,4.0
871,2.0,1.0,1.0,34.0,4.9,4.9,5.0,4.9,4.9,4.9,13.0,1.0
872,4.0,2.0,1.0,180.0,4.9,4.5,4.7,4.9,4.7,4.5,34.0,1.0
873,8.0,6.0,2.0,119.0,4.5,4.9,4.9,5.0,4.8,4.5,38.0,4.0
874,4.0,2.0,1.0,151.0,4.7,4.8,5.0,5.0,4.9,4.7,50.0,1.0
875,4.0,2.0,1.0,130.0,5.0,5.0,5.0,5.0,5.0,4.6,28.0,2.0
876,6.0,2.0,2.0,143.0,4.7,5.0,5.0,4.7,5.0,5.0,45.0,2.0
877,16.0,12.0,5.5,581.0,4.5,4.8,5.0,5.0,4.9,4.7,69.0,6.0
878,8.0,4.0,3.0,739.0,5.0,4.9,4.8,5.0,4.8,4.8,49.0,4.0
879,2.0,1.0,1.0,117.0,4.9,4.9,4.9,4.9,4.9,4.7,20.0,1.0
880,4.0,2.0,1.0,165.0,4.9,5.0,5.0,4.9,5.0,4.8,46.0,2.0
881,4.0,3.0,2.0,121.0,4.8,4.9,4.9,5.0,4.9,4.7,32.0,2.0
882,2.0,1.0,1.0,108.0,4.8,4.7,4.8,5.0,4.8,4.7,29.0,1.0
883,1.0,1.0,1.0,78.0,4.7,4.5,4.9,4.7,4.7,4.6,35.0,1.0
884,4.0,3.0,2.0,129.0,4.8,4.8,4.9,5.0,4.7,4.6,31.0,2.0
885,4.0,2.0,1.5,240.0,4.9,5.0,5.0,5.0,4.9,4.8,33.0,2.0
886,2.0,1.0,1.0,78.0,4.8,5.0,4.9,4.9,5.0,4.9,54.0,1.0
887,4.0,2.0,1.5,113.0,4.8,5.0,5.0,5.0,5.0,4.8,38.0,2.0
888,6.0,3.0,2.0,80.0,4.7,4.8,5.0,5.0,5.0,4.7,24.0,2.0
889,4.0,2.0,1.0,104.0,4.9,4.9,4.9,4.9,4.9,4.3,29.0,2.0
